"","SYMBOL","GO","EVIDENCE","ONTOLOGY"
"1216","TAF3","GO:0002039","IEA","MF"
"1217","TAF3","GO:0005515","IPI","MF"
"1218","TAF3","GO:0005634","IDA","CC"
"1219","TAF3","GO:0005654","TAS","CC"
"1220","TAF3","GO:0005669","IDA","CC"
"1221","TAF3","GO:0006366","TAS","BP"
"1222","TAF3","GO:0006367","TAS","BP"
"1223","TAF3","GO:0006368","TAS","BP"
"1224","TAF3","GO:0008270","IEA","MF"
"1225","TAF3","GO:0010467","TAS","BP"
